Customer ID,Recency,Frequency,Monetary,Cluster,Segment
13833.0,159,2,700.41,0,Inactive Customers
13834.0,577,2,324.19,0,Inactive Customers
13835.0,25,7,1095.27,1,New & Growing Customers
13836.0,399,2,620.37,0,Inactive Customers
13837.0,212,2,266.59000000000003,0,Inactive Customers
13838.0,6,10,1690.07,2,VIP Customers
13839.0,486,1,139.95000000000002,0,Inactive Customers
13840.0,416,1,651.4,0,Inactive Customers
13841.0,253,1,85.0,0,Inactive Customers
13842.0,59,18,5319.34,2,VIP Customers
13843.0,381,1,319.75,0,Inactive Customers
13844.0,11,1,361.62,1,New & Growing Customers
13845.0,65,1,312.98,0,Inactive Customers
13846.0,25,4,1307.79,1,New & Growing Customers
13847.0,720,1,310.72,0,Inactive Customers
13848.0,92,8,3015.0,3,At-Risk Valuable Customers
13849.0,52,5,3469.3,3,At-Risk Valuable Customers
13850.0,129,1,1595.48,3,At-Risk Valuable Customers
13851.0,96,8,4606.46,3,At-Risk Valuable Customers
13852.0,611,1,187.35,0,Inactive Customers
13853.0,57,1,1090.14,1,New & Growing Customers
13854.0,9,39,11944.56,2,VIP Customers
13855.0,501,4,1310.34,3,At-Risk Valuable Customers
13856.0,169,11,1142.03,3,At-Risk Valuable Customers
13857.0,393,6,1001.01,3,At-Risk Valuable Customers
13858.0,57,1,216.17,0,Inactive Customers
13859.0,326,2,515.86,0,Inactive Customers
13860.0,1,5,1245.9,1,New & Growing Customers
13861.0,429,2,273.26,0,Inactive Customers
13862.0,18,9,2556.09,2,VIP Customers
13863.0,248,4,1239.55,3,At-Risk Valuable Customers
13864.0,387,1,662.4000000000001,0,Inactive Customers
13865.0,58,4,501.56,1,New & Growing Customers
13866.0,74,1,145.67000000000002,0,Inactive Customers
13867.0,31,3,1005.09,1,New & Growing Customers
13868.0,7,2,3192.54,1,New & Growing Customers
13869.0,123,10,7996.87,2,VIP Customers
13870.0,2,15,5712.08,2,VIP Customers
13871.0,23,17,7885.85,2,VIP Customers
13872.0,527,3,919.57,3,At-Risk Valuable Customers
13873.0,120,8,1038.92,3,At-Risk Valuable Customers
13874.0,358,7,2049.15,3,At-Risk Valuable Customers
13875.0,54,14,4814.37,2,VIP Customers
13876.0,64,1,122.7,0,Inactive Customers
13877.0,86,3,449.68,1,New & Growing Customers
13878.0,55,4,2416.9,3,At-Risk Valuable Customers
13879.0,646,1,395.5,0,Inactive Customers
13880.0,21,17,4293.86,2,VIP Customers
13881.0,4,43,45179.1,2,VIP Customers
13882.0,3,5,1191.13,1,New & Growing Customers
13883.0,11,15,6560.02,2,VIP Customers
13884.0,7,10,1825.03,2,VIP Customers
13885.0,189,2,506.8,0,Inactive Customers
13886.0,71,1,243.56,0,Inactive Customers
13887.0,204,1,349.55,0,Inactive Customers
13888.0,120,7,2001.59,3,At-Risk Valuable Customers
13889.0,93,6,1991.23,3,At-Risk Valuable Customers
13890.0,1,14,2927.38,2,VIP Customers
13891.0,378,3,859.21,3,At-Risk Valuable Customers
13892.0,27,6,1267.65,1,New & Growing Customers
13893.0,298,1,821.1,0,Inactive Customers
13894.0,24,3,564.62,1,New & Growing Customers
13895.0,28,6,4008.52,2,VIP Customers
13896.0,626,1,388.55,0,Inactive Customers
13897.0,50,3,1160.72,1,New & Growing Customers
13898.0,326,2,686.4,0,Inactive Customers
13899.0,16,2,388.52,1,New & Growing Customers
13900.0,183,6,1610.59,3,At-Risk Valuable Customers
13901.0,72,15,5676.34,2,VIP Customers
13902.0,632,5,34095.26,3,At-Risk Valuable Customers
13903.0,400,1,165.45000000000002,0,Inactive Customers
13904.0,37,2,332.64,1,New & Growing Customers
13905.0,733,1,312.65,0,Inactive Customers
13906.0,409,1,42.0,0,Inactive Customers
13907.0,692,1,136.8,0,Inactive Customers
13908.0,80,4,2369.55,3,At-Risk Valuable Customers
13909.0,423,2,282.85,0,Inactive Customers
13911.0,57,20,4234.99,2,VIP Customers
13912.0,424,1,124.95,0,Inactive Customers
13913.0,507,1,42.22,0,Inactive Customers
13914.0,12,2,626.45,1,New & Growing Customers
13915.0,394,1,70.80000000000001,0,Inactive Customers
13916.0,464,4,1275.81,3,At-Risk Valuable Customers
13917.0,50,2,272.04,1,New & Growing Customers
13918.0,50,2,1212.84,1,New & Growing Customers
13919.0,59,4,1360.68,3,At-Risk Valuable Customers
13920.0,432,4,1774.68,3,At-Risk Valuable Customers
13921.0,402,4,730.7,3,At-Risk Valuable Customers
13922.0,352,3,865.2,3,At-Risk Valuable Customers
13923.0,54,1,351.13,1,New & Growing Customers
13924.0,2,6,1838.85,1,New & Growing Customers
13925.0,93,4,678.25,3,At-Risk Valuable Customers
13926.0,23,1,223.85,1,New & Growing Customers
13927.0,75,2,708.26,1,New & Growing Customers
13928.0,11,4,464.57,1,New & Growing Customers
13929.0,169,11,3494.1,3,At-Risk Valuable Customers
13930.0,58,2,337.34,1,New & Growing Customers
13931.0,96,11,5257.38,2,VIP Customers
13932.0,295,1,307.4,0,Inactive Customers
13933.0,109,2,608.7900000000001,0,Inactive Customers
13934.0,264,1,922.1,0,Inactive Customers
13935.0,597,3,6116.92,3,At-Risk Valuable Customers
13936.0,180,3,939.66,3,At-Risk Valuable Customers
13937.0,169,2,880.13,3,At-Risk Valuable Customers
13938.0,35,1,71.66,0,Inactive Customers
13939.0,23,7,1560.96,1,New & Growing Customers
13940.0,17,4,839.14,1,New & Growing Customers
13941.0,22,15,10027.18,2,VIP Customers
13942.0,535,1,320.0,0,Inactive Customers
13943.0,578,1,246.54,0,Inactive Customers
13944.0,653,1,200.43,0,Inactive Customers
13945.0,395,2,854.15,0,Inactive Customers
13946.0,79,6,1876.23,3,At-Risk Valuable Customers
13947.0,65,1,90.6,0,Inactive Customers
13948.0,361,4,548.76,3,At-Risk Valuable Customers
13949.0,3,6,2427.32,2,VIP Customers
13950.0,11,4,745.06,1,New & Growing Customers
13951.0,176,3,674.45,3,At-Risk Valuable Customers
13952.0,218,14,12823.521,2,VIP Customers
13953.0,7,12,6640.68,2,VIP Customers
13954.0,2,2,439.92,1,New & Growing Customers
13955.0,154,3,544.0699999999999,3,At-Risk Valuable Customers
13956.0,5,5,1019.27,1,New & Growing Customers
13957.0,418,3,458.25,0,Inactive Customers
13958.0,380,8,4709.2300000000005,3,At-Risk Valuable Customers
13959.0,79,6,1064.77,3,At-Risk Valuable Customers
13960.0,21,2,230.22,1,New & Growing Customers
13961.0,392,1,538.4,0,Inactive Customers
13962.0,22,3,362.8,1,New & Growing Customers
13963.0,308,17,2860.57,3,At-Risk Valuable Customers
13964.0,387,2,438.9,0,Inactive Customers
13965.0,477,3,996.61,3,At-Risk Valuable Customers
13966.0,435,1,384.26,0,Inactive Customers
13967.0,146,2,166.3,0,Inactive Customers
13968.0,423,1,123.66,0,Inactive Customers
13969.0,7,35,12973.46,2,VIP Customers
13970.0,386,2,846.55,0,Inactive Customers
13971.0,19,14,4667.57,2,VIP Customers
13972.0,71,2,190.25,0,Inactive Customers
13973.0,287,1,264.7,0,Inactive Customers
13974.0,49,2,677.72,1,New & Growing Customers
13975.0,31,12,5256.4,2,VIP Customers
13976.0,207,4,1192.36,3,At-Risk Valuable Customers
13977.0,411,1,519.8100000000001,0,Inactive Customers
13978.0,15,2,196.79,1,New & Growing Customers
13979.0,73,7,3379.93,3,At-Risk Valuable Customers
13980.0,60,5,768.82,3,At-Risk Valuable Customers
13981.0,416,1,331.14,0,Inactive Customers
13982.0,39,9,3954.29,2,VIP Customers
13983.0,30,21,6753.89,2,VIP Customers
13984.0,27,12,1893.8,2,VIP Customers
13985.0,4,22,10020.86,2,VIP Customers
13986.0,17,1,320.46,1,New & Growing Customers
13987.0,380,2,682.54,0,Inactive Customers
13988.0,20,8,4757.8,2,VIP Customers
13989.0,66,5,2026.06,3,At-Risk Valuable Customers
13990.0,213,1,311.3,0,Inactive Customers
13991.0,12,6,852.88,1,New & Growing Customers
13992.0,30,3,219.5,1,New & Growing Customers
13993.0,43,19,6775.71,2,VIP Customers
13994.0,4,6,2274.14,2,VIP Customers
13995.0,15,14,3902.01,2,VIP Customers
13996.0,386,2,895.76,3,At-Risk Valuable Customers
13997.0,519,3,376.46,0,Inactive Customers
13998.0,447,3,566.7,0,Inactive Customers
13999.0,10,29,9502.26,2,VIP Customers
14000.0,211,5,2046.34,3,At-Risk Valuable Customers
14001.0,46,9,4228.85,2,VIP Customers
14002.0,134,2,529.73,0,Inactive Customers
14003.0,733,1,209.41,0,Inactive Customers
14004.0,43,11,6258.45,2,VIP Customers
14005.0,10,5,2874.72,1,New & Growing Customers
14006.0,116,7,2196.67,3,At-Risk Valuable Customers
14007.0,513,1,79.48,0,Inactive Customers
14008.0,432,1,509.04,0,Inactive Customers
14009.0,198,3,1099.91,3,At-Risk Valuable Customers
14010.0,565,2,445.15,0,Inactive Customers
14011.0,480,2,457.82,0,Inactive Customers
14012.0,278,1,328.8,0,Inactive Customers
14013.0,110,5,1084.57,3,At-Risk Valuable Customers
14014.0,77,3,1948.21,3,At-Risk Valuable Customers
14015.0,53,1,917.34,1,New & Growing Customers
14016.0,162,11,11403.41,2,VIP Customers
14017.0,571,1,229.75,0,Inactive Customers
14018.0,645,1,367.15,0,Inactive Customers
14019.0,47,3,1421.61,1,New & Growing Customers
14020.0,17,4,1249.01,1,New & Growing Customers
14021.0,155,7,1716.58,3,At-Risk Valuable Customers
14022.0,225,2,792.15,3,At-Risk Valuable Customers
14023.0,7,2,584.07,1,New & Growing Customers
14024.0,122,3,645.74,3,At-Risk Valuable Customers
14025.0,465,8,4057.9,3,At-Risk Valuable Customers
14026.0,471,2,713.11,0,Inactive Customers
14027.0,61,1,104.82,0,Inactive Customers
14028.0,550,3,10396.5,3,At-Risk Valuable Customers
14029.0,63,2,467.66,1,New & Growing Customers
14030.0,18,20,7521.8,2,VIP Customers
14031.0,7,44,39019.51,2,VIP Customers
14032.0,2,16,4546.41,2,VIP Customers
14033.0,555,1,109.44,0,Inactive Customers
14034.0,22,3,648.89,1,New & Growing Customers
14035.0,29,9,2794.75,2,VIP Customers
14036.0,285,1,626.65,0,Inactive Customers
14037.0,176,6,836.95,3,At-Risk Valuable Customers
14038.0,78,5,3069.88,3,At-Risk Valuable Customers
14039.0,33,2,267.28000000000003,1,New & Growing Customers
14040.0,41,35,12523.81,2,VIP Customers
14041.0,266,1,141.41,0,Inactive Customers
14042.0,725,1,431.98,0,Inactive Customers
14043.0,491,2,302.6,0,Inactive Customers
14044.0,27,10,3077.7,2,VIP Customers
14045.0,109,16,10986.63,2,VIP Customers
14046.0,284,1,154.99,0,Inactive Customers
14047.0,9,14,3968.11,2,VIP Customers
14048.0,305,3,748.69,3,At-Risk Valuable Customers
14049.0,17,13,13023.4,2,VIP Customers
14050.0,32,2,746.36,1,New & Growing Customers
14051.0,1,37,21770.98,2,VIP Customers
14052.0,20,2,466.66,1,New & Growing Customers
14053.0,124,4,572.3,3,At-Risk Valuable Customers
14054.0,65,1,92.46,0,Inactive Customers
14055.0,106,3,1520.96,3,At-Risk Valuable Customers
14056.0,1,23,8152.71,2,VIP Customers
14057.0,24,22,8346.66,2,VIP Customers
14058.0,463,2,469.19,0,Inactive Customers
14059.0,267,1,183.6,0,Inactive Customers
14060.0,5,30,8898.24,2,VIP Customers
14061.0,507,3,917.43,3,At-Risk Valuable Customers
14062.0,10,24,25585.65,2,VIP Customers
14063.0,438,9,22710.2,3,At-Risk Valuable Customers
14064.0,29,15,3260.24,2,VIP Customers
14065.0,389,3,891.02,3,At-Risk Valuable Customers
14066.0,267,1,152.55,0,Inactive Customers
14067.0,64,2,374.7,1,New & Growing Customers
14068.0,320,4,1516.72,3,At-Risk Valuable Customers
14069.0,515,2,225.81,0,Inactive Customers
14070.0,685,1,321.6,0,Inactive Customers
14071.0,4,8,1437.57,2,VIP Customers
14072.0,667,1,390.85,0,Inactive Customers
14073.0,32,1,151.04,1,New & Growing Customers
14074.0,623,1,219.4,0,Inactive Customers
14075.0,5,6,1734.87,1,New & Growing Customers
14076.0,129,1,118.67,0,Inactive Customers
14077.0,41,6,615.0799999999999,1,New & Growing Customers
14078.0,102,9,1553.47,3,At-Risk Valuable Customers
14079.0,125,2,618.73,0,Inactive Customers
14080.0,33,5,1115.68,1,New & Growing Customers
14081.0,302,10,4867.57,3,At-Risk Valuable Customers
14082.0,365,2,413.36,0,Inactive Customers
14083.0,4,11,1082.19,2,VIP Customers
14084.0,512,1,150.5,0,Inactive Customers
14085.0,2,33,9720.67,2,VIP Customers
14086.0,463,1,39.95,0,Inactive Customers
14087.0,3,3,829.47,1,New & Growing Customers
14088.0,10,16,64036.8,2,VIP Customers
14089.0,57,1,158.75,0,Inactive Customers
14090.0,325,1,76.32000000000001,0,Inactive Customers
14091.0,654,2,9530.08,3,At-Risk Valuable Customers
14092.0,8,24,7229.45,2,VIP Customers
14093.0,12,1,433.86,1,New & Growing Customers
14094.0,440,1,311.77,0,Inactive Customers
14095.0,723,1,2.95,0,Inactive Customers
14096.0,4,17,65164.79,2,VIP Customers
14097.0,481,2,422.86,0,Inactive Customers
14098.0,37,1,147.35,1,New & Growing Customers
14099.0,16,20,5750.91,2,VIP Customers
14100.0,138,1,191.95,0,Inactive Customers
14101.0,74,13,9961.93,2,VIP Customers
14102.0,5,5,1105.88,1,New & Growing Customers
14104.0,155,5,743.53,3,At-Risk Valuable Customers
14105.0,239,5,5988.83,3,At-Risk Valuable Customers
14106.0,737,1,214.8,0,Inactive Customers
14107.0,52,11,4877.3,2,VIP Customers
14108.0,31,4,1044.96,1,New & Growing Customers
14109.0,73,1,144.2,0,Inactive Customers
14110.0,4,33,12987.95,2,VIP Customers
14111.0,14,4,692.85,1,New & Growing Customers
14112.0,23,13,5834.59,2,VIP Customers
14113.0,4,16,7092.610000000001,2,VIP Customers
14114.0,274,7,1364.09,3,At-Risk Valuable Customers
14115.0,502,2,622.6700000000001,0,Inactive Customers
14116.0,20,5,1382.74,1,New & Growing Customers
14117.0,144,1,90.0,0,Inactive Customers
14118.0,429,1,458.45,0,Inactive Customers
14119.0,376,2,183.37,0,Inactive Customers
14121.0,4,4,2780.15,1,New & Growing Customers
14122.0,406,3,362.42,0,Inactive Customers
14123.0,733,1,436.18,0,Inactive Customers
14124.0,84,1,419.58,0,Inactive Customers
14125.0,11,3,2720.63,1,New & Growing Customers
14126.0,8,4,1172.46,1,New & Growing Customers
14127.0,123,6,1900.08,3,At-Risk Valuable Customers
14128.0,61,3,924.21,1,New & Growing Customers
14129.0,2,9,2591.34,2,VIP Customers
14130.0,319,4,1858.77,3,At-Risk Valuable Customers
14131.0,649,1,168.22,0,Inactive Customers
14132.0,2,11,3586.03,2,VIP Customers
14133.0,130,4,911.14,3,At-Risk Valuable Customers
14134.0,383,15,11123.35,3,At-Risk Valuable Customers
14135.0,2,24,8839.67,2,VIP Customers
14136.0,401,5,1570.81,3,At-Risk Valuable Customers
14137.0,696,1,332.7,0,Inactive Customers
14138.0,2,2,965.88,1,New & Growing Customers
14139.0,46,4,1086.8,1,New & Growing Customers
14140.0,4,2,935.05,1,New & Growing Customers
14141.0,3,4,915.13,1,New & Growing Customers
14142.0,373,2,671.34,0,Inactive Customers
14143.0,134,1,115.8,0,Inactive Customers
14144.0,486,1,30.6,0,Inactive Customers
14145.0,47,7,7600.05,2,VIP Customers
14146.0,9,12,9450.3,2,VIP Customers
14147.0,78,9,2590.2,3,At-Risk Valuable Customers
14148.0,234,2,466.29,0,Inactive Customers
14149.0,221,1,446.62,0,Inactive Customers
14150.0,36,2,658.64,1,New & Growing Customers
14151.0,673,2,679.45,0,Inactive Customers
14152.0,75,7,1997.34,3,At-Risk Valuable Customers
14153.0,483,1,233.4,0,Inactive Customers
14154.0,239,8,6460.7,3,At-Risk Valuable Customers
14155.0,266,1,118.75,0,Inactive Customers
14156.0,10,156,313437.62,2,VIP Customers
14157.0,20,5,978.69,1,New & Growing Customers
14158.0,40,1,507.66,1,New & Growing Customers
14159.0,20,20,7860.8,2,VIP Customers
14160.0,610,7,8421.47,3,At-Risk Valuable Customers
14161.0,216,7,2996.93,3,At-Risk Valuable Customers
14162.0,174,2,289.36,0,Inactive Customers
14163.0,87,5,2594.62,3,At-Risk Valuable Customers
14164.0,71,2,1631.77,3,At-Risk Valuable Customers
14165.0,276,1,120.44,0,Inactive Customers
14166.0,505,2,251.15,0,Inactive Customers
14167.0,39,8,1274.29,3,At-Risk Valuable Customers
14168.0,421,2,370.45,0,Inactive Customers
14169.0,431,2,621.51,0,Inactive Customers
14170.0,375,3,570.18,0,Inactive Customers
14171.0,98,2,498.79,0,Inactive Customers
14172.0,605,3,369.02,0,Inactive Customers
14173.0,11,6,586.0,1,New & Growing Customers
14174.0,33,1,134.46,1,New & Growing Customers
14175.0,60,8,7678.88,2,VIP Customers
14176.0,297,5,756.46,3,At-Risk Valuable Customers
14177.0,86,13,2209.69,3,At-Risk Valuable Customers
14178.0,9,7,1600.26,1,New & Growing Customers
14179.0,41,2,701.57,1,New & Growing Customers
14180.0,11,33,6117.5,2,VIP Customers
14181.0,411,2,308.35,0,Inactive Customers
14182.0,444,4,678.77,3,At-Risk Valuable Customers
14183.0,411,2,278.34000000000003,0,Inactive Customers
14184.0,67,1,452.89,1,New & Growing Customers
14185.0,331,1,197.65,0,Inactive Customers
14186.0,427,5,1550.63,3,At-Risk Valuable Customers
14187.0,474,1,123.5,0,Inactive Customers
14188.0,31,6,2054.36,1,New & Growing Customers
14189.0,2,16,5503.15,2,VIP Customers
14190.0,666,1,79.9,0,Inactive Customers
14191.0,2,15,4817.66,2,VIP Customers
14192.0,388,1,293.74,0,Inactive Customers
14193.0,68,3,1210.19,3,At-Risk Valuable Customers
14194.0,5,36,18670.59,2,VIP Customers
14195.0,202,6,2615.6,3,At-Risk Valuable Customers
14196.0,107,1,335.52,0,Inactive Customers
14197.0,411,1,390.05,0,Inactive Customers
14198.0,18,9,1569.73,2,VIP Customers
14199.0,218,4,1091.7,3,At-Risk Valuable Customers
14200.0,617,1,379.2,0,Inactive Customers
14201.0,60,10,1193.54,3,At-Risk Valuable Customers
14202.0,381,3,847.76,3,At-Risk Valuable Customers
14203.0,397,1,339.34,0,Inactive Customers
14204.0,2,4,1024.83,1,New & Growing Customers
14205.0,17,9,2414.2,2,VIP Customers
14206.0,239,3,1185.01,3,At-Risk Valuable Customers
14207.0,688,1,157.8,0,Inactive Customers
14208.0,95,2,567.05,1,New & Growing Customers
14209.0,11,15,4993.27,2,VIP Customers
14210.0,106,16,5556.570000000001,2,VIP Customers
14211.0,53,18,4402.29,2,VIP Customers
14212.0,90,2,2190.14,3,At-Risk Valuable Customers
14213.0,405,1,1192.2,0,Inactive Customers
14214.0,31,5,1004.38,1,New & Growing Customers
14215.0,12,9,3250.33,2,VIP Customers
14216.0,3,5,2150.04,1,New & Growing Customers
14217.0,2,23,3298.59,2,VIP Customers
14218.0,43,1,169.48000000000002,0,Inactive Customers
14219.0,4,3,633.83,1,New & Growing Customers
14220.0,247,4,1515.0,3,At-Risk Valuable Customers
14221.0,42,17,6517.49,2,VIP Customers
14222.0,177,1,683.17,0,Inactive Customers
14223.0,92,3,991.13,3,At-Risk Valuable Customers
14224.0,110,9,1841.71,3,At-Risk Valuable Customers
14225.0,435,4,2031.07,3,At-Risk Valuable Customers
14226.0,29,6,2985.13,2,VIP Customers
14227.0,26,15,6368.71,2,VIP Customers
14228.0,438,3,745.5,3,At-Risk Valuable Customers
14229.0,52,7,2594.04,3,At-Risk Valuable Customers
14230.0,436,3,979.8,3,At-Risk Valuable Customers
14231.0,184,4,1235.62,3,At-Risk Valuable Customers
14232.0,43,5,2048.07,3,At-Risk Valuable Customers
14233.0,49,7,2904.27,3,At-Risk Valuable Customers
14234.0,22,4,754.12,1,New & Growing Customers
14235.0,75,9,4717.99,2,VIP Customers
14236.0,81,5,1555.34,3,At-Risk Valuable Customers
14237.0,373,2,471.14,0,Inactive Customers
14238.0,326,3,434.23,0,Inactive Customers
14239.0,43,21,4263.17,2,VIP Customers
14240.0,30,3,1247.49,1,New & Growing Customers
14241.0,184,2,333.70000000000005,0,Inactive Customers
14242.0,235,2,280.55,0,Inactive Customers
14243.0,9,17,7217.75,2,VIP Customers
14244.0,661,1,366.42,0,Inactive Customers
14245.0,220,2,1693.45,3,At-Risk Valuable Customers
14246.0,111,3,1474.06,3,At-Risk Valuable Customers
14247.0,278,5,753.56,3,At-Risk Valuable Customers
14248.0,318,3,1032.95,3,At-Risk Valuable Customers
14249.0,411,12,5400.461,3,At-Risk Valuable Customers
14250.0,7,3,1904.05,1,New & Growing Customers
14251.0,2,5,2879.7000000000003,2,VIP Customers
14252.0,381,1,350.99,0,Inactive Customers
14253.0,493,2,363.4,0,Inactive Customers
14254.0,433,1,601.03,0,Inactive Customers
14255.0,546,1,1000.63,0,Inactive Customers
14256.0,260,5,2460.79,3,At-Risk Valuable Customers
14257.0,64,9,5954.45,2,VIP Customers
14258.0,9,25,32051.34,2,VIP Customers
14259.0,142,1,120.0,0,Inactive Customers
14260.0,471,3,824.28,3,At-Risk Valuable Customers
14261.0,51,2,1163.45,1,New & Growing Customers
14262.0,8,8,2618.23,2,VIP Customers
14263.0,423,1,322.93,0,Inactive Customers
14264.0,155,6,1517.36,3,At-Risk Valuable Customers
14265.0,109,4,1373.35,3,At-Risk Valuable Customers
14266.0,428,1,40.56,0,Inactive Customers
14267.0,163,3,1516.24,3,At-Risk Valuable Customers
14268.0,471,1,354.85,0,Inactive Customers
14269.0,439,1,295.73,0,Inactive Customers
14270.0,332,1,492.65,0,Inactive Customers
14271.0,226,2,214.18,0,Inactive Customers
14272.0,74,4,920.81,3,At-Risk Valuable Customers
14273.0,51,4,559.97,1,New & Growing Customers
14274.0,686,1,256.6,0,Inactive Customers
14275.0,396,6,1189.38,3,At-Risk Valuable Customers
14276.0,99,7,2102.68,3,At-Risk Valuable Customers
14277.0,15,9,17197.61,2,VIP Customers
14278.0,410,1,205.83,0,Inactive Customers
14279.0,521,2,191.86,0,Inactive Customers
14280.0,197,1,134.04,0,Inactive Customers
14281.0,408,1,245.15,0,Inactive Customers
14282.0,3,25,7250.76,2,VIP Customers
14283.0,463,4,628.4399999999999,3,At-Risk Valuable Customers
14284.0,31,3,1299.65,1,New & Growing Customers
14285.0,21,8,3284.42,2,VIP Customers
14286.0,24,7,8479.76,2,VIP Customers
14287.0,8,3,176.63,1,New & Growing Customers
14288.0,213,1,426.6,0,Inactive Customers
14289.0,9,6,911.26,1,New & Growing Customers
14290.0,11,8,4516.56,2,VIP Customers
14291.0,2,23,7904.1,2,VIP Customers
14292.0,8,16,9226.25,2,VIP Customers
14293.0,3,9,2903.01,2,VIP Customers
14294.0,407,1,375.34,0,Inactive Customers
14295.0,40,5,2362.91,3,At-Risk Valuable Customers
14296.0,421,2,456.4,0,Inactive Customers
14297.0,18,4,1305.33,1,New & Growing Customers
14298.0,8,82,91194.49,2,VIP Customers
14299.0,8,27,14070.25,2,VIP Customers
14300.0,19,1,43.2,1,New & Growing Customers
14301.0,117,4,1992.18,3,At-Risk Valuable Customers
14302.0,431,3,742.9000000000001,3,At-Risk Valuable Customers
14303.0,407,2,277.94,0,Inactive Customers
14304.0,223,3,1725.01,3,At-Risk Valuable Customers
14305.0,71,3,1858.96,3,At-Risk Valuable Customers
14306.0,51,6,3151.4,3,At-Risk Valuable Customers
14307.0,89,10,4287.92,3,At-Risk Valuable Customers
14308.0,549,2,1147.02,3,At-Risk Valuable Customers
14309.0,8,11,3780.81,2,VIP Customers
14310.0,433,1,492.1,0,Inactive Customers
14311.0,243,2,516.45,0,Inactive Customers
14312.0,47,11,3090.29,2,VIP Customers
14314.0,107,2,229.8,0,Inactive Customers
14315.0,45,8,3197.82,2,VIP Customers
14316.0,422,5,1370.34,3,At-Risk Valuable Customers
14317.0,65,1,508.58,1,New & Growing Customers
14318.0,460,1,158.02,0,Inactive Customers
14319.0,424,1,494.85,0,Inactive Customers
14320.0,207,5,1346.75,3,At-Risk Valuable Customers
14321.0,11,7,2218.06,2,VIP Customers
14322.0,429,4,474.1,3,At-Risk Valuable Customers
14323.0,115,2,605.0600000000001,0,Inactive Customers
14324.0,410,2,701.61,0,Inactive Customers
14325.0,570,1,245.48,0,Inactive Customers
14326.0,242,3,940.98,3,At-Risk Valuable Customers
14327.0,163,6,1894.93,3,At-Risk Valuable Customers
14328.0,438,1,445.05,0,Inactive Customers
14329.0,17,15,9887.62,2,VIP Customers
14330.0,624,1,200.63,0,Inactive Customers
14331.0,124,2,462.66,0,Inactive Customers
14332.0,23,5,1917.41,1,New & Growing Customers
14333.0,68,1,415.2,0,Inactive Customers
14334.0,17,12,4318.48,2,VIP Customers
14335.0,16,2,454.86,1,New & Growing Customers
14336.0,17,4,1614.91,1,New & Growing Customers
14338.0,161,3,928.1,3,At-Risk Valuable Customers
14339.0,243,2,620.27,0,Inactive Customers
14340.0,219,1,134.7,0,Inactive Customers
14341.0,45,18,4452.02,2,VIP Customers
14342.0,21,6,918.44,1,New & Growing Customers
14343.0,421,4,1079.66,3,At-Risk Valuable Customers
14344.0,127,20,2993.05,2,VIP Customers
14345.0,39,1,108.98,0,Inactive Customers
14346.0,121,5,2315.75,3,At-Risk Valuable Customers
14347.0,737,1,82.6,0,Inactive Customers
14348.0,260,1,409.57,0,Inactive Customers
14349.0,10,1,133.5,1,New & Growing Customers
14350.0,274,3,972.03,3,At-Risk Valuable Customers
14351.0,165,1,51.0,0,Inactive Customers
14352.0,157,4,1078.96,3,At-Risk Valuable Customers
14353.0,215,3,376.5,0,Inactive Customers
14354.0,6,2,163.62,1,New & Growing Customers
14355.0,366,3,840.0500000000001,3,At-Risk Valuable Customers
14356.0,80,2,701.23,1,New & Growing Customers
14357.0,43,1,225.12,1,New & Growing Customers
14358.0,389,2,400.06,0,Inactive Customers
14359.0,19,3,912.18,1,New & Growing Customers
14360.0,32,4,2118.03,1,New & Growing Customers
14361.0,579,1,214.71,0,Inactive Customers
14362.0,22,1,151.5,1,New & Growing Customers
14363.0,402,2,227.47000000000003,0,Inactive Customers
14364.0,109,8,3717.35,3,At-Risk Valuable Customers
14365.0,395,2,634.68,0,Inactive Customers
14366.0,525,1,136.0,0,Inactive Customers
14367.0,8,16,9227.82,2,VIP Customers
14368.0,320,1,155.0,0,Inactive Customers
14369.0,642,2,469.13,0,Inactive Customers
14370.0,451,6,1175.78,3,At-Risk Valuable Customers
14371.0,295,1,100.5,0,Inactive Customers
14372.0,443,2,860.08,0,Inactive Customers
14373.0,358,1,76.55,0,Inactive Customers
14374.0,541,1,108.0,0,Inactive Customers
14375.0,185,3,1106.82,3,At-Risk Valuable Customers
14376.0,683,1,215.46,0,Inactive Customers
14377.0,191,2,617.05,0,Inactive Customers
14378.0,622,1,131.25,0,Inactive Customers
14379.0,44,4,1265.16,1,New & Growing Customers
14380.0,682,1,48.96,0,Inactive Customers
14381.0,52,2,625.9399999999999,1,New & Growing Customers
14382.0,26,2,1193.63,1,New & Growing Customers
14383.0,38,3,1247.69,1,New & Growing Customers
14384.0,501,1,58.5,0,Inactive Customers
14385.0,9,3,202.11,1,New & Growing Customers
14386.0,297,1,142.4,0,Inactive Customers
14387.0,33,3,1727.6,1,New & Growing Customers
14388.0,10,16,6388.2,2,VIP Customers
14389.0,65,5,1898.01,3,At-Risk Valuable Customers
14390.0,10,13,6150.03,2,VIP Customers
14391.0,577,1,135.6,0,Inactive Customers
14392.0,432,1,266.4,0,Inactive Customers
14393.0,218,1,67.95,0,Inactive Customers
14394.0,565,1,93.8,0,Inactive Customers
14395.0,2,20,7801.93,2,VIP Customers
14396.0,65,7,1969.38,3,At-Risk Valuable Customers
14397.0,3,19,2612.96,2,VIP Customers
14398.0,401,2,707.79,0,Inactive Customers
